,0,1,2,3,4,5
0,512.1010499999999,200.71800000000002,25.498119999999997,32.089650000000006,351.93465,138.66058999999996
1,583.96795,201.69822000000008,20.48956,92.46513999999999,292.8485699999998,251.18003
2,561.7389400000004,182.90883999999994,22.994079999999993,53.94768000000002,268.84344999999985,234.01637000000002
3,704.1049099999998,244.78158000000005,42.52497,149.64214,361.9153900000003,232.02941999999993
4,616.3708199999994,232.15807999999998,18.40702,162.74563999999998,421.2086700000003,301.7284100000002
5,559.4782499999997,172.26227999999998,13.94065,99.38699000000003,280.0011999999999,196.31981000000002
6,501.560589999999,192.37043999999995,14.15118,81.5984,243.50908999999996,256.26080000000024
7,467.05380999999954,198.54146999999995,68.39098,92.06068,342.8608999999999,230.92014
8,543.861259999999,185.6283900000001,9.540180000000001,104.46476999999999,280.4193500000002,191.34508000000002
9,501.4943299999997,251.86016000000006,56.67239999999999,92.81563999999995,325.17850000000004,190.3591399999999
10,804.1387500000006,303.2926100000001,57.027059999999985,145.77901999999997,452.40774999999985,286.14835999999997
11,848.6942200000003,323.9973999999999,87.11610999999999,232.7147499999999,374.18783999999965,274.0213799999999
12,528.7049999999996,131.22791999999998,70.8132,127.92352,268.5648299999999,228.87767999999994
13,547.8491399999997,256.71393,67.41198,91.95746000000001,297.0132299999998,242.4529600000001
14,588.7134299999998,174.24496000000002,74.55086,118.71349999999994,301.0010299999997,222.26584000000003
15,607.6192699999999,190.95432,79.80348,83.03463999999995,299.8247399999998,273.87482000000006
16,539.4979000000002,200.24164000000005,75.83644000000001,123.76635999999998,286.32847000000027,282.1187900000001
17,781.8902700000007,278.66062,72.61555000000001,173.03493000000003,425.1842199999999,365.04194999999976
18,876.9359600000005,353.66842000000014,76.76089,247.62151999999995,432.48907999999955,464.6275900000002
19,561.5702099999999,175.75914000000006,64.07875999999999,131.33686999999998,232.46465999999975,269.37966000000006
20,633.1586700000004,199.21175,85.66474,91.29452,225.27989999999983,245.14593000000022
21,668.0851500000001,231.27311,83.58048000000002,173.44615000000005,315.95067000000006,300.9971600000003
