,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
0,0,0,0,0,14.50292,53.71648,31.89912,28.98688,0,34.08372,0,0,0,0,30.4606,8.5092,16.2228,0,83.40224,0,0,19.49311,0,0,30.26016,27.2,28.3948,0,0,0,0,0,0,11.30513,0,0,0,0,0,0,0,0,0,65.04476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.61913,0,0,0,164.82258,0,35.89542,0,0,0,0,17.91765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58047,0,-9.89016,41.97981,0,0,0,0,0,0,0,0,0,9.55584,10.65088,0,21.65193,178.91744,16.07378,0,4.1715,60.0471,0,0,11.24928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6169,0,54.9996,26.89422,0,6.64592,0,0,0,4.47093,45.64992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,16.79184,167.03681,32.58792,30.9855,0,20.21382,0,0,0,0,49.677,8.65348,11.0133,0,65.47552,0,0,42.81875,0,0,0,32.67,32.6616,0,0,0,0,0,4.41264,3.64225,0,0,0,0,0,0,0,0,0,48.23088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09664,0,0,0,153.5559,0,48.14232,0,0,0,0,18.41008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07948,0,47.33696,45.12818,0,0,0,0,0,0,0,0,0,5.71781,14.14413,0,14.65767,124.2072,12.17275,0,9.30166,56.70316,16.9476,0,5.24144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.75515,0,156.105,33.5556,0,9.15705,0,0,0,13.23098,39.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,18.69642,123.08751,20.46425,21.0732,0,40.6187,0,0,0,0,33.59103,6.2262,15.56454,0,82.59525,0,0,27.91086,0,0,0,33.4,28.3416,0,0,0,0,0,10.85136,8.8825,0,0,0,0,0,0,0,0,0,47.87386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.56166,0,0,0,133.0938,0,49.81504,0,0,0,0,22.99408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72332,46.22436,0,0,0,0,0,0,0,0,0,8.34498,20.3734,0,17.612,74.08379,12.31599,0,7.89913,53.516,31.11858,0,15.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.90658,0,137.61,43.16735,0,7.6799,0,0,0,10.8052,34.75392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,114.18715,52.25034,48.50244,0,96.95984,0,0,0,0,58.26198,11.14928,13.39682,0,97.3453,0,0,20.95149,0,0,0,40.85,0,0,0,0,0,0,13.69332,0,0,0,0,0,0,0,0,0,0,56.40108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.15587,0,0,0,202.51495,0,42.26663,0,0,0,0,14.26113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.26384,0,101.1177,48.52444,0,0,0,0,0,0,0,0,0,14.17332,22.66184,0,17.2003,111.7886,4.55301,0,2.94786,46.93612,85.1008,0,6.26535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.28819,0,112.4736,49.2709,0,9.91116,0,0,0,8.15776,52.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,15.17292,76.29247,78.80575,0,0,41.28442,0,0,0,0,42.73236,9.59792,17.4564,0,28.3365,0,0,0,0,0,0,35,132.3816,0,0,0,0,0,14.39125,0,0,0,0,0,0,0,0,0,0,61.97248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.94675,0,0,0,191.91345,0,40.24463,0,0,0,0,18.40702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.33156,47.86908,0,40.545,0,0,0,0,0,0,0,12.90275,33.79872,0,26.0352,131.45256,7.88175,0,2.98602,52.26687,94.4239,0,11.1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3075,0,143.5668,56.02345,0,10.8092,0,0,0,0,53.92896,0,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,15.5131,55.52864,39.84942,43.97792,0,50.4675,0,0,0,0,35.0589,9.87381,25.3764,0,25.97455,0,0,0,0,0,0,28.1,38.1672,0,0,0,0,0,0,38.70286,0,0,0,0,0,0,0,0,0,121.03956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84839,0,0,0,110.08648,0,62.1758,0,0,0,0,13.94065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4496,32.0463,0,35.89109,0,0,0,0,0,0,0,13.98664,19.77372,0,20.50252,68.89552,7.07788,0,5.20674,43.26368,60.5024,0,12.2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5138,0,104.13,35.01834,0,6.73933,0,0,0,8.30582,34.78632,0,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,22.08988,92.57864,33.15192,42.2669,0,36.97875,0,0,0,0,38.4513,14.11461,26.3134,0,64.04578,0,0,0,0,0,0,23.9,15.0444,0,0,0,0,0,8.45688,22.47728,0,0,0,0,0,0,0,0,0,28.86092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.82993,0,0,0,111.562,0,80.80844,0,0,0,0,14.15118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.45,34.1484,0,0,0,0,0,0,0,0,0,12.8656,18.79416,0,24.0006,27.6575,7.32942,0,10.38247,38.63318,70.8032,0,10.22256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8204,0,113.3574,59.62935,2.12,6.95844,0,0,0,15.4012,51.75441,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,25.05804,65.72412,23.62246,29.7414,16.62375,47.13375,0,0,0,0,28.4487,12.35691,12.258,0,21.897,0,0,22.02822,0,0,0,9.94,36.348,0,0,0,0,0,0,9.38574,0,0,0,0,0,0,0,0,0,55.93472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.553,0,0,0,120.98731,0,77.55416,0,0,0,57.673,10.71798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.73996,41.32072,0,0,0,0,0,0,0,0,0,17.93942,20.4546,0,26.4306,71.67875,6.0264,0,7.5451,45.1329,118.68935,0,10.74502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21876,0,115.6506,51.2833,0,5.56604,0,0,0,11.40744,47.01276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,18.7776,97.34046,55.44536,20.98638,0,38.1825,0,0,0,0,25.83495,11.15614,42.8127,0,31.97925,0,0,41.12418,0,0,0,25.29,46.0752,0,0,0,0,0,0,9.2086,0,0,0,0,0,0,0,0,0,49.02832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.61962,0,0,0,125.26885,0,60.35954,0,0,0,0,9.54018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8623,16.10532,0,61.49715,0,0,0,0,0,0,0,9.75502,17.57952,0,18.38912,102.245,2.30432,0,9.59032,29.25,66.93975,0,0.89856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.46774,0,82.2432,50.02305,0,8.364,0,0,0,10.75471,39.96012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,17.85261,39.16666,45.29542,42.57416,0,47.61975,0,0.64022,0,0,36.27158,6.40806,31.5005,0,63.1405,0,0,9.17612,0,0,0,36.76,39.9675,0,0,0,0,0,0,6.83865,0,0,0,0,0,0,0,0,0,35.99444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.28816,0,0,0,142.79566,0,109.0645,0,0,0,44.9304,11.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4912,28.3667,0,26.95774,0,0,0,0,0,0,0,9.29761,11.49645,0,17.98749,97.41952,6.9958,0,0,59.0698,99.35042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.56141,0,67.2048,49.03955,0,8.8021,0,0,0,14.78228,44.37041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,0,0,0,0,0,0,0
10,0,0,0,0,21.57638,55.95891,60.29784,41.75016,0,83.4871,0,0,0,0,40.54259,8.2248,13.9599,0,104.34415,0,0,0,0,0,0,44.16,33.6627,0,0,0,0,0,35.2467,46.12737,0,0,0,0,0,0,0,0,0,106.3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.47455,0,0,0,181.50069,0,121.79192,0,0,0,50.3073,6.71976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8963,60.88272,0,0,0,0,0,0,0,0,0,0,17.8892,0,33.08868,99.93684,8.8206,0,21.89168,63.1031,159.97175,0,9.8393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8666,0,146.7768,57.34516,0,11.07042,0,0,0,17.246,53.70998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,20.75611,88.72424,90.17868,32.62759,0,50.9455,0,0,0,0,59.69976,13.29718,31.4035,0,143.8994,0,0,0,0,0,0,42.75,30.1505,0,0,0,0,0,22.70964,16.48944,0,0,0,0,0,0,0,0,0,92.35002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.71266,0,0,0,217.5861,0,106.4113,0,0,0,63.7424,8.73936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.63435,0,115.39605,41.6394,0,75.6793,0,0,0,0,0,0,0,10.38194,27.60894,0,23.51478,146.1957,14.36407,0,5.4747,78.63431,34.55635,0,8.32445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1326,0,120.8413,47.8838,0,11.0182,0,0,0,16.22052,72.33756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0
12,0,0,0,0,0,98.8182,21.55637,20.36825,0,44.34905,0,0,0,0,18.66992,8.67075,34.0412,0,55.99415,0,0,0,0,0,0,22.4,34.8154,0,0,0,0,0,31.02832,0,0,0,0,0,0,0,0,0,0,99.60171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.39168,0,0,0,88.42454,0,42.80338,0,0,0,58.2266,12.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95924,28.7208,0,49.24348,0,0,0,0,0,0,0,9.17372,20.6622,0,17.6995,87.5284,8.0868,0,4.81314,53.33674,42.32001,0,6.05992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8844,0,100.7724,54.29635,0,8.06344,0,0,0,16.21895,49.52654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,76.84634,26.644,26.16515,0,42.056,0,0,0,0,30.49152,10.8605,28.4658,0,70.884,0,0,0,0,0,0,42.6,100.892,0,0,0,0,0,18.75236,0,0,0,0,0,0,0,0,0,0,48.5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62157,0,0,0,166.96081,0,89.75312,0,0,0,61.1145,6.29748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.45597,28.2189,0,34.28259,0,0,0,0,0,0,0,7.66752,10.5163,0,12.7286,100.60075,2.6593,0,10.6007,47.83212,76.3954,0,10.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99124,0,94.3019,58.021,0,7.0928,0,0,0,9.19646,60.8008,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0,0,0,0
14,0,0,0,0,0,72.07176,31.47628,0,0,65.2568,0,0,0,0,32.29852,15.78996,45.88146,0,95.9768,0,0,0,0,0,0,34.44,43.2861,0,0,0,0,0,12.7107,0,0,0,0,0,0,0,0,0,0,68.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.64505,0,0,0,115.1303,0,59.11466,0,0,0,66.2682,8.28266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.53579,30.86719,0,56.31052,0,0,0,0,0,0,0,13.37162,26.04148,0,21.37393,119.3655,4.455,0,2.49854,18.93672,70.85788,0,5.6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46056,0,59.5716,47.57764,0,8.70419,0,0,0,14.8285,83.23391,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0
15,0,0,0,0,0,73.9912,41.66136,45.98199,0,60.44247,0,0,0,0,39.56331,16.9713,35.123,0,96.52215,0,0,0,0,0,0,32.13,43.8652,0,0,0,0,0,12.54105,0,0,0,0,0,0,0,0,0,0,46.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.24464,0,0,0,144.66824,0,46.28608,0,0,0,66.7956,13.00788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99562,20.92202,0,47.117,0,0,0,0,0,0,0,7.10072,18.693,0,11.08526,114.57478,6.14069,0,-1.3104,39.20079,65.54012,0,16.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.36078,0,114.4056,57.26625,0,6.09966,0,0,0,15.23291,62.3204,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0
16,0,0,0,0,10.41418,83.954,28.08592,27.85935,0,34.87043,0,0,0,0,38.0348,13.387,41.8776,0,75.51355,0,0,0,0,0,0,36.22,45.6176,0,0,0,0,0,29.76637,0,0,0,0,0,0,0,0,0,0,44.0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8818,0,0,0,147.77722,0,52.46442,0,0,0,62.472,13.36444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.92696,16.8733,0,62.9661,0,0,0,0,0,0,0,8.89812,16.82496,0,13.8799,102.3414,12.29832,0,4.12116,35.6433,41.65814,0,31.64843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.01474,0,116.98,62.9034,0,7.67366,0,0,0,16.08792,67.15381,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,0,0,0,0,0,0,0,0
