,0,1,2,3,4,5
0,991.68855,391.8119999999999,44.78568,144.72834999999998,408.05555000000004,229.94141000000008
1,825.6967499999996,344.33378,32.631240000000005,79.62685999999997,376.85583,354.74897
2,837.76756,312.45915999999994,53.69891999999999,142.29532,401.82114999999976,312.27863000000013
3,1137.2950900000012,457.4044199999999,76.22823,177.76085999999992,464.5012099999995,346.6741799999998
4,956.8084800000003,465.8239199999998,21.782980000000002,248.6174599999999,595.0279300000001,430.8953899999997
5,952.1185500000006,334.0415199999998,16.83505,102.02501,365.28959999999995,291.28318999999993
6,826.8484100000001,334.6205600000001,17.018819999999998,105.24959999999997,287.56131000000033,366.0731000000002
7,743.3911899999996,333.56052999999986,87.09302000000001,140.22252,425.20010000000013,334.49906000000004
8,851.8961399999997,310.5756099999998,11.51982,101.05523000000001,334.93564999999995,272.77872000000013
9,804.0322700000003,408.09663999999987,72.058,175.53506000000004,389.6118,280.45095999999995
10,1295.9739499999987,480.9780899999997,75.09624,259.42737999999997,607.9520499999999,414.1664399999999
11,1347.2979800000023,453.0770999999998,160.84428999999997,349.9047500000001,478.1618599999996,404.70772000000005
12,893.4994000000002,184.14827999999994,93.2922,178.77488000000005,394.1803700000001,315.1233200000001
13,827.3140600000005,302.20296999999994,68.40452,133.51474,413.1240699999997,294.55923999999993
14,889.3072700000002,200.88293999999993,76.89184,155.83649999999997,448.76977000000005,271.77026000000006
15,910.2729300000012,226.2736799999999,82.92162,109.93276000000004,464.2286600000002,363.80898000000025
16,804.2075000000004,255.48806000000008,78.28756000000001,170.29863999999992,404.1431300000001,374.6554100000002
17,1235.6320300000004,355.6734799999999,78.64435000000002,220.60596999999999,562.2810799999999,515.7154499999999
18,1419.4883400000012,455.5694800000002,82.67751000000001,308.68128,674.2921199999995,654.1249099999997
19,851.3877900000008,235.63006,70.17343999999999,149.26282999999998,444.8902400000001,358.29554
20,959.3236299999993,262.2240499999999,127.51806000000002,115.04748,346.38120000000004,325.12567
21,977.6405500000014,300.1652900000002,94.15592000000001,198.97974999999997,484.13922999999994,442.27374000000015
22,830.4623600000014,250.55268000000007,108.64185999999998,192.28218000000007,374.8255399999999,367.95493000000005
23,801.5104899999994,250.00119000000007,108.58864000000001,168.6806,382.90997999999985,334.96732000000003
24,1076.1233299999992,397.91327999999976,81.3454,290.2815,656.4265000000007,476.59014
25,1199.931950000001,467.10814000000016,137.35767999999996,321.6334100000001,698.96295,524.6075600000003
